tau_delta,tau_h,fr_val,ttdef_val,skip_pct,feasible,seed
0.033894,0.15,0.0,0.1181,53.88,False,43
0.033894,0.18,0.0,0.1224,59.39,False,43
0.033894,0.2,0.0,0.1233,60.77,False,43
0.033894,0.25,0.0,0.1398,62.51,False,43
0.033894,0.3,0.0,0.1458,65.69,False,43
0.033894,0.35,0.0,0.1484,67.6,False,43
0.033894,0.4,0.0,0.1493,69.32,False,43
0.033894,0.5,0.0,0.1545,75.11,False,43
0.033894,0.7,0.0,0.1432,82.03,False,43
0.035989,0.05,0.0,0.0339,50.04,False,43
0.035989,0.08,0.0,0.0477,51.02,False,43
0.035989,0.1,0.0,0.0608,51.48,False,43
0.035989,0.12,0.0,0.0859,52.47,False,43
0.035989,0.15,0.0,0.1354,55.44,False,43
0.035989,0.18,0.0,0.1406,61.2,False,43
0.035989,0.2,0.0,0.1415,63.09,False,43
0.035989,0.25,0.0,0.1554,64.85,False,43
0.035989,0.3,0.0,0.1597,68.38,False,43
0.035989,0.35,0.0,0.1623,70.03,False,43
0.035989,0.4,0.0,0.1632,71.75,False,43
0.035989,0.5,0.0,0.1641,77.76,False,43
0.035989,0.7,0.0,0.1493,84.23,False,43
0.038662,0.05,0.0,0.0365,51.34,False,43
0.038662,0.08,0.0,0.0503,52.37,False,43
0.038662,0.1,0.0,0.0634,52.82,False,43
0.038662,0.12,0.0,0.0885,53.85,False,43
0.038662,0.15,0.0,0.1432,57.21,False,43
0.038662,0.18,0.0,0.1528,63.52,False,43
0.038662,0.2,0.0,0.1597,65.49,False,43
0.038662,0.25,0.0,0.1736,67.28,False,43
0.038662,0.3,0.0,0.1806,70.82,False,43
0.038662,0.35,0.0,0.1832,72.92,False,43
0.038662,0.4,0.0,0.184,74.26,False,43
0.038662,0.5,0.0,0.1849,79.94,False,43
0.038662,0.7,0.0,0.1701,86.33,False,43
0.041856,0.05,0.0,0.0842,53.57,False,43
0.041856,0.08,0.0,0.105,54.55,False,43
0.041856,0.1,0.0,0.1128,54.89,False,43
0.041856,0.12,0.0,0.151,56.01,False,43
0.041856,0.15,0.0,0.1962,59.31,False,43
0.041856,0.18,0.0,0.2014,65.97,False,43
0.041856,0.2,0.0,0.2127,68.18,False,43
0.041856,0.25,0.0,0.2248,70.18,False,43
0.041856,0.3,0.0,0.2266,73.78,False,43
0.041856,0.35,0.0,0.23,75.61,False,43
0.041856,0.4,0.0,0.2309,76.94,False,43
0.041856,0.5,0.0,0.2066,82.59,False,43
0.041856,0.7,0.0,0.1884,88.51,False,43
0.046248,0.05,0.0,0.1424,55.82,False,43
0.046248,0.08,0.0,0.1701,56.86,False,43
0.046248,0.1,0.0,0.178,57.14,False,43
0.046248,0.12,0.0,0.2387,58.41,False,43
0.046248,0.15,0.0,0.2786,61.67,False,43
0.046248,0.18,0.0,0.2821,68.76,False,43
0.046248,0.2,0.0,0.2865,70.75,False,43
0.046248,0.25,0.0,0.3047,72.76,False,43
0.046248,0.3,0.0,0.3064,76.79,False,43
0.046248,0.35,0.0,0.3151,78.8,False,43
0.046248,0.4,0.0,0.3177,80.08,False,43
0.046248,0.5,0.0,0.2769,85.2,False,43
0.046248,0.7,0.0,0.2587,90.63,False,43
0.015234,0.05,0.0,0.0382,28.59,True,44
0.015234,0.08,0.0,0.0382,28.61,True,44
0.015234,0.1,0.0,0.0417,29.23,True,44
0.015234,0.12,0.0,0.0417,29.53,True,44
0.015234,0.15,0.0,0.0417,29.83,True,44
0.015234,0.18,0.0,0.0417,30.05,True,44
0.015234,0.2,0.0,0.0434,30.15,True,44
0.015234,0.25,0.0,0.0495,30.36,False,44
0.015234,0.3,0.0,0.053,30.46,False,44
0.015234,0.35,0.0,0.0547,30.58,False,44
0.015234,0.4,0.0,0.0642,31.06,False,44
0.015234,0.5,0.0,0.0694,34.34,False,44
0.015234,0.7,0.0,0.0694,40.32,False,44
0.015925,0.05,0.0,0.0382,29.68,True,44
0.015925,0.08,0.0,0.0382,29.7,True,44
0.015925,0.1,0.0,0.0417,30.34,True,44
0.015925,0.12,0.0,0.0417,30.66,True,44
0.015925,0.15,0.0,0.0417,31.0,True,44
0.015925,0.18,0.0,0.0417,31.22,True,44
0.015925,0.2,0.0,0.0434,31.32,True,44
0.015925,0.25,0.0,0.0495,31.54,False,44
0.015925,0.3,0.0,0.053,31.65,False,44
0.015925,0.35,0.0,0.0547,31.77,False,44
0.015925,0.4,0.0,0.0642,32.26,False,44
0.015925,0.5,0.0,0.0694,35.64,False,44
0.015925,0.7,0.0,0.0694,41.95,False,44
0.016591,0.05,0.0,0.0382,30.68,True,44
0.016591,0.08,0.0,0.0382,30.7,True,44
0.016591,0.1,0.0,0.0417,31.37,True,44
0.016591,0.12,0.0,0.0417,31.7,True,44
0.016591,0.15,0.0,0.0417,32.08,True,44
0.016591,0.18,0.0,0.0425,32.31,True,44
0.016591,0.2,0.0,0.0443,32.43,True,44
0.016591,0.25,0.0,0.0503,32.66,False,44
0.016591,0.3,0.0,0.0538,32.77,False,44
0.016591,0.35,0.0,0.0556,32.89,False,44
0.016591,0.4,0.0,0.066,33.4,False,44
0.016591,0.5,0.0,0.0712,36.99,False,44
0.016591,0.7,0.0,0.0712,43.44,False,44
0.017363,0.05,0.0,0.0382,31.59,True,44
0.017363,0.08,0.0,0.0382,31.62,True,44
0.017363,0.1,0.0,0.0417,32.31,True,44
0.017363,0.12,0.0,0.0417,32.65,True,44
0.017363,0.15,0.0,0.0417,33.05,True,44
0.017363,0.18,0.0,0.0425,33.29,True,44
0.017363,0.2,0.0,0.0443,33.41,True,44
0.017363,0.25,0.0,0.0503,33.65,False,44
0.017363,0.3,0.0,0.0547,33.77,False,44
0.017363,0.35,0.0,0.059,33.91,False,44
0.017363,0.4,0.0,0.0694,34.44,False,44
0.017363,0.5,0.0,0.0747,38.24,False,44
0.017363,0.7,0.0,0.0747,45.07,False,44
0.018155,0.05,0.0,0.0382,32.73,True,44
0.018155,0.08,0.0,0.0382,32.77,True,44
0.018155,0.1,0.0,0.0417,33.51,True,44
0.018155,0.12,0.0,0.0417,33.87,True,44
0.018155,0.15,0.0,0.0417,34.26,True,44
0.018155,0.18,0.0,0.0425,34.53,True,44
0.018155,0.2,0.0,0.0443,34.66,True,44
0.018155,0.25,0.0,0.0503,34.9,False,44
0.018155,0.3,0.0,0.0547,35.0,False,44
0.018155,0.35,0.0,0.0608,35.16,False,44
0.018155,0.4,0.0,0.0712,35.7,False,44
0.018155,0.5,0.0,0.0781,39.7,False,44
0.018155,0.7,0.0,0.0781,46.85,False,44
0.018999,0.05,0.0,0.0382,33.95,True,44
0.018999,0.08,0.0,0.0382,33.99,True,44
0.018999,0.1,0.0,0.0417,34.77,True,44
0.018999,0.12,0.0,0.0417,35.14,True,44
0.018999,0.15,0.0,0.0417,35.53,True,44
0.018999,0.18,0.0,0.0434,35.81,True,44
0.018999,0.2,0.0,0.0451,35.96,True,44
0.018999,0.25,0.0,0.0512,36.19,False,44
0.018999,0.3,0.0,0.0556,36.3,False,44
0.018999,0.35,0.0,0.0616,36.45,False,44
0.018999,0.4,0.0,0.0738,37.04,False,44
0.018999,0.5,0.0,0.0799,41.25,False,44
0.018999,0.7,0.0,0.0799,48.62,False,44
0.019785,0.05,0.0,0.0382,34.96,True,44
0.019785,0.08,0.0,0.0382,35.0,True,44
0.019785,0.1,0.0,0.0417,35.8,True,44
0.019785,0.12,0.0,0.0417,36.19,True,44
0.019785,0.15,0.0,0.0417,36.63,True,44
0.019785,0.18,0.0,0.0434,36.92,True,44
0.019785,0.2,0.0,0.0451,37.05,True,44
0.019785,0.25,0.0,0.0521,37.31,False,44
0.019785,0.3,0.0,0.0564,37.42,False,44
0.019785,0.35,0.0,0.0625,37.58,False,44
0.019785,0.4,0.0,0.0747,38.23,False,44
0.019785,0.5,0.0,0.0825,42.67,False,44
0.019785,0.7,0.0,0.0825,50.33,False,44
0.020641,0.05,0.0,0.0382,36.08,True,44
0.020641,0.08,0.0,0.0382,36.12,True,44
0.020641,0.1,0.0,0.0434,37.01,True,44
0.020641,0.12,0.0,0.0434,37.39,True,44
0.020641,0.15,0.0,0.0434,37.85,True,44
0.020641,0.18,0.0,0.0434,38.11,True,44
0.020641,0.2,0.0,0.0451,38.24,True,44
0.020641,0.25,0.0,0.0521,38.47,False,44
0.020641,0.3,0.0,0.0564,38.56,False,44
0.020641,0.35,0.0,0.0634,38.72,False,44
0.020641,0.4,0.0,0.0755,39.38,False,44
0.020641,0.5,0.0,0.0851,43.99,False,44
0.020641,0.7,0.0,0.0851,51.96,False,44
0.021556,0.05,0.0,0.0382,37.2,True,44
0.021556,0.08,0.0,0.0382,37.24,True,44
0.021556,0.1,0.0,0.0434,38.15,True,44
0.021556,0.12,0.0,0.0434,38.56,True,44
0.021556,0.15,0.0,0.0434,39.04,True,44
0.021556,0.18,0.0,0.0434,39.33,True,44
0.021556,0.2,0.0,0.0451,39.46,True,44
0.021556,0.25,0.0,0.053,39.7,False,44
0.021556,0.3,0.0,0.0573,39.79,False,44
0.021556,0.35,0.0,0.0642,39.93,False,44
0.021556,0.4,0.0,0.0764,40.58,False,44
0.021556,0.5,0.0,0.0859,45.47,False,44
0.021556,0.7,0.0,0.0859,53.63,False,44
0.022496,0.05,0.0,0.0382,38.25,True,44
0.022496,0.08,0.0,0.0382,38.29,True,44
0.022496,0.1,0.0,0.0443,39.23,True,44
0.022496,0.12,0.0,0.0443,39.68,True,44
0.022496,0.15,0.0,0.0443,40.21,True,44
0.022496,0.18,0.0,0.0443,40.5,True,44
0.022496,0.2,0.0,0.046,40.61,False,44
0.022496,0.25,0.0,0.0547,40.85,False,44
0.022496,0.3,0.0,0.059,40.94,False,44
0.022496,0.35,0.0,0.066,41.08,False,44
0.022496,0.4,0.0,0.079,41.79,False,44
0.022496,0.5,0.0,0.0903,46.88,False,44
0.022496,0.7,0.0,0.0903,55.23,False,44
0.023503,0.05,0.0,0.0382,39.46,True,44
0.023503,0.08,0.0,0.0382,39.5,True,44
0.023503,0.1,0.0,0.0443,40.48,True,44
0.023503,0.12,0.0,0.0443,40.95,True,44
0.023503,0.15,0.0,0.0443,41.5,True,44
0.023503,0.18,0.0,0.0443,41.78,True,44
0.023503,0.2,0.0,0.0477,41.87,False,44
0.023503,0.25,0.0,0.0582,42.17,False,44
0.023503,0.3,0.0,0.0625,42.27,False,44
0.023503,0.35,0.0,0.0694,42.41,False,44
0.023503,0.4,0.0,0.0825,43.11,False,44
0.023503,0.5,0.0,0.0972,48.42,False,44
0.023503,0.7,0.0,0.0972,57.08,False,44
0.024445,0.05,0.0,0.0382,40.56,True,44
0.024445,0.08,0.0,0.0382,40.64,True,44
0.024445,0.1,0.0,0.0443,41.65,True,44
0.024445,0.12,0.0,0.0443,42.13,True,44
0.024445,0.15,0.0,0.0443,42.73,True,44
0.024445,0.18,0.0,0.0443,42.99,True,44
0.024445,0.2,0.0,0.0477,43.08,False,44
0.024445,0.25,0.0,0.0582,43.39,False,44
0.024445,0.3,0.0,0.0625,43.49,False,44
0.024445,0.35,0.0,0.0694,43.63,False,44
0.024445,0.4,0.0,0.0825,44.34,False,44
0.024445,0.5,0.0,0.0972,49.95,False,44
0.024445,0.7,0.0,0.0972,58.86,False,44
0.025589,0.05,0.0,0.0391,41.69,True,44
0.025589,0.08,0.0,0.0391,41.76,True,44
0.025589,0.1,0.0,0.0469,42.91,False,44
0.025589,0.12,0.0,0.0469,43.36,False,44
0.025589,0.15,0.0,0.0469,43.95,False,44
0.025589,0.18,0.0,0.0477,44.23,False,44
0.025589,0.2,0.0,0.0512,44.32,False,44
0.025589,0.25,0.0,0.0608,44.64,False,44
0.025589,0.3,0.0,0.0642,44.74,False,44
0.025589,0.35,0.0,0.072,44.89,False,44
0.025589,0.4,0.0,0.0851,45.62,False,44
0.025589,0.5,0.0,0.0998,51.61,False,44
0.025589,0.7,0.0,0.0998,60.66,False,44
0.026831,0.05,0.0,0.0391,42.75,True,44
0.026831,0.08,0.0,0.0391,42.8,True,44
0.026831,0.1,0.0,0.0469,43.96,False,44
0.026831,0.12,0.0,0.0469,44.43,False,44
0.026831,0.15,0.0,0.0469,45.03,False,44
0.026831,0.18,0.0,0.0477,45.31,False,44
0.026831,0.2,0.0,0.0512,45.41,False,44
0.026831,0.25,0.0,0.0625,45.76,False,44
0.026831,0.3,0.0,0.0712,45.92,False,44
0.026831,0.35,0.0,0.0799,46.08,False,44
0.026831,0.4,0.0,0.0964,46.86,False,44
0.026831,0.5,0.0,0.1137,53.24,False,44
0.026831,0.7,0.0,0.1137,62.64,False,44
0.028085,0.05,0.0,0.0391,43.96,True,44
0.028085,0.08,0.0,0.0391,44.01,True,44
0.028085,0.1,0.0,0.0469,45.2,False,44
0.028085,0.12,0.0,0.0486,45.72,False,44
0.028085,0.15,0.0,0.0495,46.35,False,44
0.028085,0.18,0.0,0.0503,46.62,False,44
0.028085,0.2,0.0,0.0538,46.72,False,44
0.028085,0.25,0.0,0.0651,47.06,False,44
0.028085,0.3,0.0,0.0781,47.22,False,44
0.028085,0.35,0.0,0.0868,47.39,False,44
0.028085,0.4,0.0,0.105,48.23,False,44
0.028085,0.5,0.0,0.1233,54.87,False,44
0.028085,0.7,0.0,0.1233,64.74,False,44
0.029534,0.05,0.0,0.0391,45.06,True,44
0.029534,0.08,0.0,0.0391,45.11,True,44
0.029534,0.1,0.0,0.0495,46.41,False,44
0.029534,0.12,0.0,0.0582,46.99,False,44
0.029534,0.15,0.0,0.059,47.64,False,44
0.029534,0.18,0.0,0.0634,47.97,False,44
0.029534,0.2,0.0,0.066,48.06,False,44
0.029534,0.25,0.0,0.0773,48.4,False,44
0.029534,0.3,0.0,0.0903,48.56,False,44
0.029534,0.35,0.0,0.099,48.71,False,44
0.029534,0.4,0.0,0.1181,49.5,False,44
0.029534,0.5,0.0,0.1293,56.72,False,44
0.029534,0.7,0.0,0.1293,66.83,False,44
0.031081,0.05,0.0,0.0391,45.91,True,44
0.031081,0.08,0.0,0.0391,45.95,True,44
0.031081,0.1,0.0,0.0547,47.41,False,44
0.031081,0.12,0.0,0.0634,48.0,False,44
0.031081,0.15,0.0,0.0747,48.8,False,44
0.031081,0.18,0.0,0.079,49.15,False,44
0.031081,0.2,0.0,0.0816,49.22,False,44
0.031081,0.25,0.0,0.0929,49.57,False,44
0.031081,0.3,0.0,0.1059,49.74,False,44
0.031081,0.35,0.0,0.1137,49.85,False,44
0.031081,0.4,0.0,0.1432,50.73,False,44
0.031081,0.5,0.0,0.1545,58.44,False,44
0.031081,0.7,0.0,0.1545,68.62,False,44
0.032689,0.05,0.0,0.0451,47.1,True,44
0.032689,0.08,0.0,0.0451,47.18,True,44
0.032689,0.1,0.0,0.066,48.76,False,44
0.032689,0.12,0.0,0.0747,49.36,False,44
0.032689,0.15,0.0,0.0911,50.22,False,44
0.032689,0.18,0.0,0.0972,50.52,False,44
0.032689,0.2,0.0,0.1016,50.61,False,44
0.032689,0.25,0.0,0.1146,50.9,False,44
0.032689,0.3,0.0,0.1233,51.03,False,44
0.032689,0.35,0.0,0.1311,51.14,False,44
0.032689,0.4,0.0,0.1649,52.08,False,44
0.032689,0.5,0.0,0.1753,60.58,False,44
0.032689,0.7,0.0,0.1745,70.83,False,44
0.034475,0.05,0.0,0.0486,48.34,False,44
0.034475,0.08,0.0,0.0486,48.41,False,44
0.034475,0.1,0.0,0.0842,50.21,False,44
0.034475,0.12,0.0,0.0859,50.75,False,44
0.034475,0.15,0.0,0.1059,51.65,False,44
0.034475,0.18,0.0,0.112,51.94,False,44
0.034475,0.2,0.0,0.1181,52.04,False,44
0.034475,0.25,0.0,0.1319,52.36,False,44
0.034475,0.3,0.0,0.1389,52.47,False,44
0.034475,0.35,0.0,0.1467,52.56,False,44
0.034475,0.4,0.0,0.1997,53.61,False,44
0.034475,0.5,0.0,0.2092,62.59,False,44
0.034475,0.7,0.0,0.2083,73.05,False,44
0.036605,0.05,0.0,0.0538,49.5,False,44
0.036605,0.08,0.0,0.0538,49.57,False,44
0.036605,0.1,0.0,0.0938,51.53,False,44
0.036605,0.12,0.0,0.0955,52.08,False,44
0.036605,0.15,0.0,0.1181,52.99,False,44
0.036605,0.18,0.0,0.1267,53.29,False,44
0.036605,0.2,0.0,0.1276,53.33,False,44
0.036605,0.25,0.0,0.1415,53.67,False,44
0.036605,0.3,0.0,0.1458,53.73,False,44
0.036605,0.35,0.0,0.1536,53.82,False,44
0.036605,0.4,0.0,0.2101,54.91,False,44
0.036605,0.5,0.0,0.2231,65.1,False,44
0.036605,0.7,0.0,0.2222,75.84,False,44
0.039318,0.05,0.0,0.0686,50.95,False,44
0.039318,0.08,0.0,0.0686,51.03,False,44
0.039318,0.1,0.0,0.1146,53.0,False,44
0.039318,0.12,0.0,0.1163,53.47,False,44
0.039318,0.15,0.0,0.1415,54.4,False,44
0.039318,0.18,0.0,0.1502,54.74,False,44
0.039318,0.2,0.0,0.151,54.78,False,44
0.039318,0.25,0.0,0.1649,55.08,False,44
0.039318,0.3,0.0,0.1701,55.14,False,44
0.039318,0.35,0.0,0.1806,55.24,False,44
0.039318,0.4,0.0,0.2569,56.5,False,44
0.039318,0.5,0.0,0.2656,67.18,False,44
0.039318,0.7,0.0,0.2656,78.23,False,44
0.042091,0.05,0.0,0.0998,53.04,False,44
0.042091,0.08,0.0,0.0998,53.11,False,44
0.042091,0.1,0.0,0.1623,54.99,False,44
0.042091,0.12,0.0,0.1649,55.45,False,44
0.042091,0.15,0.0,0.1962,56.34,False,44
0.042091,0.18,0.0,0.2049,56.64,False,44
0.042091,0.2,0.0,0.2066,56.67,False,44
0.042091,0.25,0.0,0.2283,57.01,False,44
0.042091,0.3,0.0,0.2335,57.06,False,44
0.042091,0.35,0.0,0.2457,57.16,False,44
0.042091,0.4,0.0,0.3238,58.39,False,44
0.042091,0.5,0.0,0.3377,69.2,False,44
0.042091,0.7,0.0,0.3377,81.49,False,44
0.046166,0.05,0.0,0.1476,55.24,False,44
0.046166,0.08,0.0,0.1476,55.24,False,44
0.046166,0.1,0.0,0.2509,57.37,False,44
0.046166,0.12,0.0,0.2509,57.68,False,44
0.046166,0.15,0.0,0.2986,58.54,False,44
0.046166,0.18,0.0,0.3012,58.75,False,44
0.046166,0.2,0.0,0.303,58.77,False,44
0.046166,0.25,0.0,0.3108,58.98,False,44
0.046166,0.3,0.0,0.322,59.07,False,44
0.046166,0.35,0.0,0.3533,59.31,False,44
0.046166,0.4,0.0,0.441,60.58,False,44
0.046166,0.5,0.0,0.4531,71.57,False,44
0.046166,0.7,0.0,0.4184,84.28,False,44
0.015638,0.05,0.0,0.1936,34.93,True,45
0.015638,0.08,0.0,0.1936,36.2,True,45
0.015638,0.1,0.0,0.1945,36.65,True,45
0.015638,0.12,0.0,0.1963,37.21,True,45
0.015638,0.15,0.0,0.198,37.77,True,45
0.015638,0.18,0.0,0.2225,38.59,True,45
0.015638,0.2,0.0,0.2278,39.12,True,45
0.015638,0.25,0.0,0.2313,40.22,True,45
0.015638,0.3,0.0,0.2365,41.27,False,45
0.015638,0.35,0.0,0.247,43.08,False,45
0.015638,0.4,0.0,0.2488,43.82,False,45
0.015638,0.5,0.0,0.1953,44.66,True,45
0.015638,0.7,0.0,0.1797,46.01,True,45
0.016302,0.05,0.0,0.1936,36.18,True,45
0.016302,0.08,0.0,0.1936,37.51,True,45
0.016302,0.1,0.0,0.1963,37.99,True,45
0.016302,0.12,0.0,0.1963,38.58,True,45
0.016302,0.15,0.0,0.198,39.18,True,45
0.016302,0.18,0.0,0.2234,40.02,True,45
0.016302,0.2,0.0,0.2286,40.6,True,45
0.016302,0.25,0.0,0.2321,41.8,True,45
0.016302,0.3,0.0,0.2391,42.89,False,45
0.016302,0.35,0.0,0.2505,44.78,False,45
0.016302,0.4,0.0,0.2523,45.55,False,45
0.016302,0.5,0.0,0.1988,46.41,True,45
0.016302,0.7,0.0,0.1832,47.82,True,45
0.016981,0.05,0.0,0.1936,37.56,True,45
0.016981,0.08,0.0,0.1963,38.98,True,45
0.016981,0.1,0.0,0.1971,39.46,True,45
0.016981,0.12,0.0,0.198,40.08,True,45
0.016981,0.15,0.0,0.2006,40.71,True,45
0.016981,0.18,0.0,0.226,41.59,True,45
0.016981,0.2,0.0,0.2313,42.2,True,45
0.016981,0.25,0.0,0.2348,43.44,False,45
0.016981,0.3,0.0,0.2435,44.57,False,45
0.016981,0.35,0.0,0.2549,46.61,False,45
0.016981,0.4,0.0,0.2567,47.38,False,45
0.016981,0.5,0.0,0.2031,48.28,True,45
0.016981,0.7,0.0,0.1875,49.75,True,45
0.017801,0.05,0.0,0.1936,39.04,True,45
0.017801,0.08,0.0,0.1963,40.52,True,45
0.017801,0.1,0.0,0.1971,41.0,True,45
0.017801,0.12,0.0,0.198,41.65,True,45
0.017801,0.15,0.0,0.2006,42.26,True,45
0.017801,0.18,0.0,0.226,43.19,True,45
0.017801,0.2,0.0,0.2313,43.78,True,45
0.017801,0.25,0.0,0.2348,45.03,False,45
0.017801,0.3,0.0,0.2435,46.21,False,45
0.017801,0.35,0.0,0.2549,48.29,False,45
0.017801,0.4,0.0,0.2567,49.16,False,45
0.017801,0.5,0.0,0.2031,50.02,True,45
0.017801,0.7,0.0,0.1875,51.57,True,45
0.018573,0.05,0.0,0.1936,40.48,True,45
0.018573,0.08,0.0,0.1963,42.03,True,45
0.018573,0.1,0.0,0.1971,42.59,True,45
0.018573,0.12,0.0,0.198,43.23,True,45
0.018573,0.15,0.0,0.2006,43.86,True,45
0.018573,0.18,0.0,0.226,44.84,True,45
0.018573,0.2,0.0,0.2313,45.42,True,45
0.018573,0.25,0.0,0.2356,46.79,False,45
0.018573,0.3,0.0,0.2444,48.03,False,45
0.018573,0.35,0.0,0.2558,50.13,False,45
0.018573,0.4,0.0,0.2567,51.03,False,45
0.018573,0.5,0.0,0.2031,51.92,True,45
0.018573,0.7,0.0,0.1875,53.45,True,45
0.019239,0.05,0.0,0.1936,41.85,True,45
0.019239,0.08,0.0,0.1963,43.45,True,45
0.019239,0.1,0.0,0.1971,44.02,True,45
0.019239,0.12,0.0,0.1998,44.74,True,45
0.019239,0.15,0.0,0.2024,45.39,True,45
0.019239,0.18,0.0,0.2278,46.37,True,45
0.019239,0.2,0.0,0.233,46.97,False,45
0.019239,0.25,0.0,0.2374,48.44,False,45
0.019239,0.3,0.0,0.2461,49.72,False,45
0.019239,0.35,0.0,0.2575,51.86,False,45
0.019239,0.4,0.0,0.2584,52.74,False,45
0.019239,0.5,0.0,0.2057,53.66,True,45
0.019239,0.7,0.0,0.1901,55.3,True,45
0.020048,0.05,0.0,0.1936,43.11,True,45
0.020048,0.08,0.0,0.1963,44.76,True,45
0.020048,0.1,0.0,0.1971,45.4,True,45
0.020048,0.12,0.0,0.1998,46.15,True,45
0.020048,0.15,0.0,0.2024,46.91,True,45
0.020048,0.18,0.0,0.2278,47.93,True,45
0.020048,0.2,0.0,0.233,48.55,False,45
0.020048,0.25,0.0,0.2409,50.11,False,45
0.020048,0.3,0.0,0.2496,51.4,False,45
0.020048,0.35,0.0,0.2593,53.6,False,45
0.020048,0.4,0.0,0.2602,54.47,False,45
0.020048,0.5,0.0,0.2645,55.48,False,45
0.020048,0.7,0.0,0.2496,57.1,False,45
0.020916,0.05,0.0,0.1936,44.47,True,45
0.020916,0.08,0.0,0.1963,46.19,True,45
0.020916,0.1,0.0,0.1971,46.85,True,45
0.020916,0.12,0.0,0.1998,47.63,True,45
0.020916,0.15,0.0,0.2033,48.4,True,45
0.020916,0.18,0.0,0.2286,49.51,True,45
0.020916,0.2,0.0,0.2339,50.15,False,45
0.020916,0.25,0.0,0.2453,51.74,False,45
0.020916,0.3,0.0,0.254,53.07,False,45
0.020916,0.35,0.0,0.2637,55.34,False,45
0.020916,0.4,0.0,0.2645,56.26,False,45
0.020916,0.5,0.0,0.2724,57.33,False,45
0.020916,0.7,0.0,0.2575,58.96,False,45
0.021814,0.05,0.0,0.1936,45.81,True,45
0.021814,0.08,0.0,0.1963,47.59,True,45
0.021814,0.1,0.0,0.1971,48.28,True,45
0.021814,0.12,0.0,0.2006,49.13,True,45
0.021814,0.15,0.0,0.205,49.95,True,45
0.021814,0.18,0.0,0.2304,51.05,True,45
0.021814,0.2,0.0,0.2356,51.7,False,45
0.021814,0.25,0.0,0.2461,53.34,False,45
0.021814,0.3,0.0,0.2558,54.71,False,45
0.021814,0.35,0.0,0.2663,57.11,False,45
0.021814,0.4,0.0,0.2672,58.03,False,45
0.021814,0.5,0.0,0.275,59.13,False,45
0.021814,0.7,0.0,0.2602,60.78,False,45
0.022755,0.05,0.0,0.1936,47.22,True,45
0.022755,0.08,0.0,0.1963,49.06,True,45
0.022755,0.1,0.0,0.198,49.77,True,45
0.022755,0.12,0.0,0.2015,50.6,True,45
0.022755,0.15,0.0,0.2059,51.59,True,45
0.022755,0.18,0.0,0.233,52.64,False,45
0.022755,0.2,0.0,0.2383,53.37,False,45
0.022755,0.25,0.0,0.2488,55.06,False,45
0.022755,0.3,0.0,0.2584,56.42,False,45
0.022755,0.35,0.0,0.268,58.86,False,45
0.022755,0.4,0.0,0.2689,59.88,False,45
0.022755,0.5,0.0,0.2768,60.99,False,45
0.022755,0.7,0.0,0.2619,62.62,False,45
0.023834,0.05,0.0,0.1936,48.59,True,45
0.023834,0.08,0.0,0.198,50.55,True,45
0.023834,0.1,0.0,0.2006,51.32,True,45
0.023834,0.12,0.0,0.2076,52.22,True,45
0.023834,0.15,0.0,0.2129,53.21,True,45
0.023834,0.18,0.0,0.2383,54.22,False,45
0.023834,0.2,0.0,0.2435,54.95,False,45
0.023834,0.25,0.0,0.2549,56.75,False,45
0.023834,0.3,0.0,0.2654,58.21,False,45
0.023834,0.35,0.0,0.2724,60.74,False,45
0.023834,0.4,0.0,0.2733,61.73,False,45
0.023834,0.5,0.0,0.282,62.85,False,45
0.023834,0.7,0.0,0.2496,64.53,False,45
0.024827,0.05,0.0,0.2015,50.01,True,45
0.024827,0.08,0.0,0.2068,52.02,True,45
0.024827,0.1,0.0,0.212,52.95,True,45
0.024827,0.12,0.0,0.219,53.81,True,45
0.024827,0.15,0.0,0.2243,54.85,True,45
0.024827,0.18,0.0,0.2479,55.93,False,45
0.024827,0.2,0.0,0.2549,56.7,False,45
0.024827,0.25,0.0,0.2663,58.6,False,45
0.024827,0.3,0.0,0.2777,59.98,False,45
0.024827,0.35,0.0,0.2855,62.63,False,45
0.024827,0.4,0.0,0.2864,63.64,False,45
0.024827,0.5,0.0,0.296,64.76,False,45
0.024827,0.7,0.0,0.2812,66.5,False,45
0.025994,0.05,0.0,0.2015,51.4,True,45
0.025994,0.08,0.0,0.2068,53.51,True,45
0.025994,0.1,0.0,0.212,54.42,True,45
0.025994,0.12,0.0,0.2208,55.29,True,45
0.025994,0.15,0.0,0.2295,56.52,True,45
0.025994,0.18,0.0,0.2532,57.7,False,45
0.025994,0.2,0.0,0.2602,58.48,False,45
0.025994,0.25,0.0,0.2715,60.36,False,45
0.025994,0.3,0.0,0.2855,61.79,False,45
0.025994,0.35,0.0,0.2934,64.48,False,45
0.025994,0.4,0.0,0.2943,65.49,False,45
0.025994,0.5,0.0,0.3039,66.62,False,45
0.025994,0.7,0.0,0.289,68.33,False,45
0.027038,0.05,0.0,0.2015,52.79,True,45
0.027038,0.08,0.0,0.2068,55.09,True,45
0.027038,0.1,0.0,0.2138,56.09,True,45
0.027038,0.12,0.0,0.2278,57.1,True,45
0.027038,0.15,0.0,0.2391,58.35,False,45
0.027038,0.18,0.0,0.268,59.72,False,45
0.027038,0.2,0.0,0.275,60.5,False,45
0.027038,0.25,0.0,0.2829,62.37,False,45
0.027038,0.3,0.0,0.3039,63.89,False,45
0.027038,0.35,0.0,0.3118,66.54,False,45
